time;Engine speed: ---;Short term adaptation of mixture formation bank 1: ---;Misfire sum counter: ---;Long term adaptation of mixture formation bank 1: ---;Fuel Pressure: ---;Absolute intake pressure: ---;Target position of EVAP canister valve: ---;Charge press. ctrl.: Charge air pressure 1, specified value;Ignition timing adjustment cylinder 1: ---;Air mass, actual value (mg/stroke): ---;Timing angle retardation cylinder 1: ---;Timing angle retardation cylinder 2: ---;Timing angle retardation cylinder 3: ---;Timing angle retardation cylinder 4: ---;Wear index: ---
188550;1884.0;-6.3;0.0;0.8;12170.0;57.0;6.7;78.59;21.5;218.22;0.0;0.0;0.0;0.0;1.04E-6
189482;1881.0;-7.0;0.0;0.8;15910.0;81.0;10.6;82.56;14.5;327.67;0.0;0.0;0.0;0.0;1.04E-6
190469;1861.0;-3.1;0.0;0.8;18560.0;88.0;0.0;89.81;12.5;327.67;0.0;0.0;0.0;0.0;1.3E-6
191491;1859.0;-2.3;0.0;0.8;17210.0;37.0;0.0;78.59;10.0;77.15;0.0;0.0;0.0;0.0;1.3E-6
192422;1735.0;0.0;0.0;0.0;14210.0;20.0;0.0;78.59;33.5;75.39;0.0;0.0;0.0;0.0;7.2E-7
193380;1603.0;0.0;0.0;-1.6;14280.0;21.0;0.0;78.59;33.0;74.56;0.0;0.0;0.0;0.0;7.2E-7
194341;1396.0;0.0;0.0;-5.5;14370.0;22.0;0.0;78.59;32.5;78.17;0.0;0.0;0.0;0.0;7.2E-7
195270;1318.0;0.0;0.0;0.0;13040.0;49.0;0.0;78.59;-2.5;327.67;0.0;0.0;0.0;0.0;1.2E-7
196234;1309.0;0.0;0.0;0.8;15910.0;98.0;0.0;100.38;5.0;327.67;0.0;0.0;0.0;0.0;1.2E-7
197192;1337.0;-0.8;0.0;0.8;19510.0;98.0;0.0;101.0;5.0;327.67;0.0;0.0;0.0;0.0;1.74E-6
198150;1393.0;-0.8;0.0;0.8;19550.0;98.0;0.0;99.0;4.0;327.67;0.0;0.0;0.0;0.0;1.74E-6
199086;1457.0;-3.1;0.0;0.8;19670.0;96.0;0.0;99.06;5.5;327.67;0.0;0.0;0.0;0.0;1.74E-6
200011;1518.0;-3.9;0.0;0.8;18520.0;75.0;0.0;78.56;18.0;219.6;0.0;0.0;0.0;0.0;1.76E-6
200940;1578.0;-8.6;0.0;0.0;15470.0;31.0;0.0;78.53;8.0;80.43;0.0;0.0;0.0;0.0;1.76E-6
201906;1513.0;-10.9;0.0;-2.3;13000.0;18.0;0.0;78.53;33.5;74.65;0.0;0.0;0.0;0.0;4.0E-7
202832;1572.0;0.0;0.0;-2.3;12870.0;22.0;0.0;78.53;33.5;78.8;0.0;0.0;0.0;0.0;4.0E-7
203765;1495.0;0.0;0.0;-3.1;12990.0;21.0;0.0;78.53;32.5;77.68;0.0;0.0;0.0;0.0;4.0E-7
204721;1358.0;0.0;0.0;-6.3;13080.0;22.0;0.0;78.53;33.0;77.47;0.0;0.0;0.0;0.0;0.0
205651;1141.0;0.0;0.0;-10.2;13160.0;23.0;0.0;78.53;31.5;75.9;0.0;0.0;0.0;0.0;0.0
206584;913.0;0.0;0.0;-10.9;12370.0;23.0;0.0;78.53;18.5;93.98;0.0;0.0;0.0;0.0;0.0
207512;1183.0;0.0;0.0;-9.4;10970.0;21.0;0.0;78.53;-1.5;82.11;0.0;0.0;0.0;0.0;1.0E-7
208471;1275.0;0.0;0.0;0.0;9020.0;37.0;0.0;78.53;20.0;212.01;0.0;0.0;0.0;0.0;1.0E-7
209403;1591.0;-3.9;0.0;0.8;13080.0;66.0;0.0;78.56;18.5;259.32;0.0;0.0;0.0;0.0;7.0E-7
210331;1699.0;-4.7;0.0;0.8;15520.0;70.0;0.0;78.53;15.5;302.49;0.0;0.0;0.0;0.0;7.0E-7
211262;1779.0;-3.9;0.0;0.8;17390.0;77.0;0.0;79.75;15.0;327.67;0.0;0.0;0.0;0.0;7.0E-7
212221;1797.0;-2.3;0.0;0.8;19800.0;97.0;12.9;101.34;4.0;327.67;0.0;0.0;0.0;0.0;1.36E-6
213154;1432.0;-0.8;0.0;0.8;19850.0;98.0;13.3;102.94;3.5;327.67;0.0;0.0;0.0;0.0;1.36E-6
214111;1552.0;-0.8;0.0;0.8;21060.0;117.0;19.6;124.41;3.5;327.67;0.0;0.0;0.0;0.0;2.28E-6
215041;1726.0;1.6;0.0;0.8;20540.0;109.0;22.0;117.16;4.5;327.67;0.0;0.0;0.0;0.0;2.28E-6
215971;1868.0;0.0;0.0;0.8;20200.0;106.0;22.0;107.0;8.5;327.67;0.0;0.0;0.0;0.0;2.28E-6
216932;2006.0;-0.8;0.0;0.8;21250.0;119.0;8.6;127.22;6.5;327.67;0.0;0.0;0.0;0.0;2.98E-6
217862;2175.0;-1.6;0.0;0.8;22910.0;137.0;23.5;141.72;4.5;327.67;0.0;0.0;0.0;0.0;2.98E-6
218821;2355.0;-1.6;0.0;0.8;22230.0;131.0;23.5;139.13;6.5;327.67;0.0;0.0;0.0;0.0;4.3E-6
219750;2044.0;-2.3;0.0;0.8;23010.0;162.0;22.7;175.13;-2.5;327.67;0.0;0.0;0.0;0.0;4.3E-6
220680;1851.0;-0.8;0.0;0.8;22950.0;166.0;22.7;170.19;-2.0;327.67;0.0;0.0;0.0;0.0;4.3E-6
221616;1943.0;0.0;0.0;0.8;22930.0;165.0;22.7;169.69;-1.0;327.67;0.0;0.0;0.0;0.0;5.12E-6
222569;2040.0;0.0;0.0;0.8;22890.0;161.0;23.1;146.38;1.5;327.67;0.0;0.0;0.0;0.0;5.12E-6
223501;2119.0;0.0;0.0;0.8;21740.0;108.0;22.4;112.56;8.5;327.67;0.0;0.0;0.0;0.0;4.6E-6
224461;2188.0;-3.1;0.0;0.8;21080.0;117.0;23.1;120.88;7.5;327.67;0.0;0.0;0.0;0.0;4.6E-6
225423;2253.0;-3.9;0.0;0.8;20460.0;109.0;23.1;111.13;9.5;327.67;0.0;0.0;0.0;0.0;4.6E-6
226352;2315.0;-3.9;0.0;0.8;20380.0;109.0;22.4;126.09;-4.5;327.67;0.0;0.0;0.0;0.0;3.46E-6
227280;1622.0;-2.3;0.0;0.8;21960.0;128.0;18.4;135.5;2.0;327.67;0.0;0.0;0.0;0.0;3.46E-6
228242;1645.0;0.0;0.0;0.8;22060.0;129.0;18.4;135.84;2.0;327.67;0.0;0.0;0.0;0.0;3.46E-6
229170;1671.0;0.0;0.0;0.8;21970.0;129.0;19.6;134.34;3.0;327.67;0.0;0.0;0.0;0.0;3.12E-6
230103;1697.0;0.8;0.0;0.8;21900.0;129.0;20.4;132.94;2.5;327.67;0.0;0.0;0.0;0.0;3.12E-6
231067;1730.0;0.8;0.0;0.8;21950.0;130.0;21.2;113.34;5.0;327.67;0.0;0.0;0.0;0.0;3.3E-6
231990;1748.0;-0.8;0.0;0.8;20090.0;104.0;20.4;117.41;5.0;327.67;0.0;0.0;0.0;0.0;3.3E-6
232924;1772.0;0.0;0.0;0.8;20790.0;113.0;22.7;162.09;3.5;327.67;0.0;0.0;0.0;0.0;3.3E-6
233854;1807.0;-0.8;0.0;0.8;22950.0;151.0;22.7;159.91;-1.0;327.67;0.0;0.0;0.0;0.0;2.88E-6
234811;1826.0;0.0;0.0;0.8;22930.0;148.0;22.7;155.34;0.0;327.67;0.0;0.0;0.0;0.0;2.88E-6
235739;1855.0;-0.8;0.0;0.8;22980.0;149.0;22.7;149.41;0.0;327.67;0.0;0.0;0.0;0.0;4.34E-6
236669;1878.0;-0.8;0.0;0.8;22880.0;145.0;22.7;143.16;2.0;327.67;0.0;0.0;0.0;0.0;4.34E-6
237601;1893.0;0.0;0.0;0.8;22590.0;137.0;22.7;138.38;3.0;327.67;0.0;0.0;0.0;0.0;4.34E-6
238535;1909.0;0.0;0.0;0.8;22290.0;134.0;22.7;138.88;3.5;327.67;0.0;0.0;0.0;0.0;4.04E-6
239460;1908.0;-0.8;0.0;0.8;22320.0;134.0;22.7;137.97;3.5;327.67;0.0;0.0;0.0;0.0;4.04E-6
240392;1915.0;0.0;0.0;0.8;22280.0;134.0;22.7;140.81;3.0;327.67;0.0;0.0;0.0;0.0;3.86E-6
241323;1908.0;0.0;0.0;0.8;22520.0;137.0;22.7;135.38;3.0;327.67;0.0;0.0;0.0;0.0;3.86E-6
242251;1895.0;0.0;0.0;0.8;22430.0;133.0;22.4;125.28;3.5;327.67;0.0;0.0;0.0;0.0;3.86E-6
243180;1890.0;-0.8;0.0;0.8;21670.0;126.0;22.4;126.38;5.0;327.67;0.0;0.0;0.0;0.0;3.78E-6
244113;1892.0;-0.8;0.0;0.8;21490.0;124.0;22.4;124.81;5.0;327.67;0.0;0.0;0.0;0.0;3.78E-6
245130;1885.0;-4.7;0.0;0.8;18890.0;62.0;0.0;78.53;12.5;91.79;0.0;0.0;0.0;0.0;2.2E-6
246062;1809.0;0.0;0.0;0.8;16530.0;21.0;0.0;78.53;33.5;71.68;0.0;0.0;0.0;0.0;2.2E-6
247022;1728.0;0.0;0.0;0.0;16760.0;21.0;0.0;78.53;33.5;72.83;0.0;0.0;0.0;0.0;2.2E-6
247983;1639.0;0.0;0.0;-1.6;16900.0;21.0;0.0;78.53;33.5;73.95;0.0;0.0;0.0;0.0;2.0E-8
248910;1564.0;0.0;0.0;-2.3;17030.0;21.0;0.0;78.5;-5.5;148.58;0.0;0.0;0.0;0.0;2.0E-8
249841;1560.0;0.0;0.0;0.8;14420.0;71.0;0.0;79.16;6.0;200.91;0.0;0.0;0.0;0.0;2.0E-8
250771;1492.0;-7.0;0.0;-3.9;14310.0;20.0;0.0;78.53;34.5;74.84;0.0;0.0;0.0;0.0;5.6E-7
251730;1448.0;0.0;0.0;-3.9;14320.0;21.0;0.0;78.53;32.0;75.75;0.0;0.0;0.0;0.0;5.6E-7
252660;1405.0;0.0;0.0;-4.7;14490.0;22.0;0.0;78.5;32.0;81.28;0.0;0.0;0.0;0.0;4.0E-8
253593;1424.0;0.0;0.0;0.8;12740.0;53.0;0.0;82.31;-4.0;327.67;0.0;0.0;0.0;0.0;4.0E-8
254518;1404.0;2.3;0.0;0.8;16680.0;86.0;3.1;78.47;16.0;283.48;0.0;0.0;0.0;0.0;4.0E-8
255452;1448.0;0.0;0.0;0.8;18510.0;98.0;13.7;108.16;3.5;327.67;0.0;0.0;0.0;0.0;1.2E-6
256384;1458.0;-1.6;0.0;0.8;20990.0;94.0;0.0;78.47;-8.5;164.37;0.0;0.0;0.0;0.0;1.2E-6
257313;1463.0;-7.8;0.0;0.8;17920.0;54.0;0.0;91.34;-5.0;327.67;0.0;0.0;0.0;0.0;1.48E-6
258269;1475.0;-2.3;0.0;0.8;20620.0;110.0;14.5;130.38;4.5;327.67;0.0;0.0;0.0;0.0;1.48E-6
259205;1521.0;-1.6;0.0;0.8;22690.0;134.0;18.4;146.31;0.0;327.67;0.0;0.0;0.0;0.0;1.48E-6
260131;1558.0;0.0;0.0;0.8;21870.0;94.0;11.4;93.19;11.0;327.67;0.0;0.0;0.0;0.0;2.78E-6
261064;1596.0;-4.7;0.0;0.8;19030.0;88.0;3.9;90.75;15.5;327.67;0.0;0.0;0.0;0.0;2.78E-6
261992;1618.0;-5.5;0.0;0.8;16890.0;69.0;3.5;78.5;17.5;215.42;0.0;0.0;0.0;0.0;1.36E-6
262922;1581.0;-9.4;0.0;-1.6;13910.0;19.0;0.0;78.47;-3.5;172.63;0.0;0.0;0.0;0.0;1.36E-6
263850;1618.0;-3.9;1.0;0.8;14730.0;87.0;3.5;90.19;12.5;327.67;0.0;0.0;0.0;0.0;1.36E-6
264814;1639.0;-2.3;1.0;0.8;18260.0;85.0;3.5;82.06;14.0;319.19;0.0;0.0;0.0;0.0;1.06E-6
265743;1632.0;-4.7;1.0;0.0;15790.0;19.0;0.0;78.47;-17.5;77.19;0.0;0.0;0.0;0.0;1.06E-6
